qa_id,method,question,article_id,relevant_chunk_ids,retrieved_chunk_ids,latency_ms,recall@1,hit@1,recall@5,hit@5,recall@10,hit@10,mrr@10,ndcg@10
50356_3,bm25,Điều gì khiến Mazda3 đứng trước nguy cơ bị khai tử hoặc phải thay đổi hoàn toàn?,50356,"[""50356_structured_0000""]","[""50356_structured_0000"", ""50356_structured_0002"", ""50356_structured_0001"", ""50356_structured_0003"", ""52308_structured_0000"", ""253522_structured_0002"", ""144119_structured_0001"", ""115922_structured_0000"", ""145737_structured_0001"", ""28646_structured_0000"", ""250049_structured_0001"", ""52000_structured_0001"", ""58713_structured_0000"", ""26921_structured_0000"", ""31622_structured_0001"", ""254727_structured_0000"", ""252857_structured_0002"", ""253522_structured_0001"", ""92962_structured_0001"", ""70125_structured_0000"", ""49915_structured_0003"", ""16816_structured_0000"", ""115451_structured_0002"", ""48257_structured_0000"", ""38328_structured_0001"", ""70125_structured_0001"", ""38056_structured_0001"", ""220482_structured_0000"", ""212599_structured_0001"", ""98203_structured_0000"", ""172657_structured_0000"", ""75290_structured_0001"", ""43207_structured_0000"", ""144119_structured_0000"", ""144775_structured_0001"", ""37105_structured_0000"", ""71487_structured_0001"", ""43588_structured_0002"", ""145737_structured_0000"", ""26666_structured_0000"", ""176549_structured_0001"", ""144119_structured_0002"", ""60971_structured_0000"", ""16890_structured_0001"", ""205946_structured_0001"", ""145737_structured_0002"", ""27777_structured_0001"", ""15307_structured_0000"", ""214495_structured_0000"", ""218890_structured_0000""]",242.2248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50356_3,dense,Điều gì khiến Mazda3 đứng trước nguy cơ bị khai tử hoặc phải thay đổi hoàn toàn?,50356,"[""50356_structured_0000""]","[""50356_structured_0000"", ""50356_structured_0003"", ""50356_structured_0001"", ""50356_structured_0002"", ""51868_structured_0000"", ""51868_structured_0001"", ""253045_structured_0003"", ""145737_structured_0000"", ""50353_structured_0000"", ""145737_structured_0002"", ""253045_structured_0002"", ""253045_structured_0001"", ""144775_structured_0001"", ""48009_structured_0001"", ""50353_structured_0001"", ""144301_structured_0001"", ""144734_structured_0001"", ""109650_structured_0002"", ""250425_structured_0000"", ""250016_structured_0000"", ""252000_structured_0000"", ""144775_structured_0000"", ""145737_structured_0001"", ""145185_structured_0001"", ""143662_structured_0001"", ""248342_structured_0000"", ""50353_structured_0002"", ""144734_structured_0000"", ""48009_structured_0000"", ""143907_structured_0001"", ""143143_structured_0001"", ""144119_structured_0001"", ""109650_structured_0003"", ""109650_structured_0001"", ""145473_structured_0000"", ""144119_structured_0000"", ""48193_structured_0001"", ""47632_structured_0004"", ""144887_structured_0003"", ""144818_structured_0000"", ""143358_structured_0000"", ""254489_structured_0001"", ""145723_structured_0000"", ""254489_structured_0000"", ""144119_structured_0002"", ""48206_structured_0003"", ""147885_structured_0001"", ""252580_structured_0000"", ""252945_structured_0000"", ""143907_structured_0000""]",13660.2695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50356_3,hybrid,Điều gì khiến Mazda3 đứng trước nguy cơ bị khai tử hoặc phải thay đổi hoàn toàn?,50356,"[""50356_structured_0000""]","[""50356_structured_0000"", ""50356_structured_0002"", ""50356_structured_0003"", ""50356_structured_0001"", ""145737_structured_0001"", ""144119_structured_0001"", ""145737_structured_0000"", ""144775_structured_0001"", ""145737_structured_0002"", ""144119_structured_0000"", ""144119_structured_0002"", ""51868_structured_0000"", ""52308_structured_0000"", ""253522_structured_0002"", ""51868_structured_0001"", ""253045_structured_0003"", ""115922_structured_0000"", ""50353_structured_0000"", ""28646_structured_0000"", ""250049_structured_0001"", ""253045_structured_0002"", ""253045_structured_0001"", ""52000_structured_0001"", ""58713_structured_0000"", ""26921_structured_0000"", ""48009_structured_0001"", ""31622_structured_0001"", ""50353_structured_0001"", ""144301_structured_0001"", ""254727_structured_0000"", ""144734_structured_0001"", ""252857_structured_0002"", ""109650_structured_0002"", ""253522_structured_0001"", ""250425_structured_0000"", ""92962_structured_0001"", ""250016_structured_0000"", ""70125_structured_0000"", ""252000_structured_0000"", ""49915_structured_0003"", ""144775_structured_0000"", ""16816_structured_0000"", ""115451_structured_0002"", ""145185_structured_0001"", ""48257_structured_0000"", ""143662_structured_0001"", ""38328_structured_0001"", ""248342_structured_0000"", ""70125_structured_0001"", ""38056_structured_0001""]",13806.8705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50356_4,bm25,Deepal và Changan đóng vai trò gì trong chiến lược xe điện của Mazda?,50356,"[""50356_structured_0001""]","[""50356_structured_0001"", ""50356_structured_0000"", ""50356_structured_0003"", ""50356_structured_0002"", ""252869_structured_0001"", ""51868_structured_0000"", ""49177_structured_0001"", ""52313_structured_0000"", ""48227_structured_0002"", ""51868_structured_0001"", ""52018_structured_0000"", ""148058_structured_0000"", ""201832_structured_0001"", ""253045_structured_0002"", ""181655_structured_0001"", ""251819_structured_0000"", ""32498_structured_0002"", ""249046_structured_0000"", ""160842_structured_0000"", ""144935_structured_0001"", ""49313_structured_0001"", ""48459_structured_0003"", ""48790_structured_0002"", ""194515_structured_0003"", ""252869_structured_0000"", ""143697_structured_0003"", ""143697_structured_0005"", ""48790_structured_0001"", ""143697_structured_0000"", ""22696_structured_0001"", ""132078_structured_0000"", ""185545_structured_0002"", ""48227_structured_0003"", ""196539_structured_0000"", ""249754_structured_0000"", ""51812_structured_0000"", ""248989_structured_0000"", ""143697_structured_0002"", ""198519_structured_0001"", ""185545_structured_0001"", ""143662_structured_0000"", ""48829_structured_0000"", ""190593_structured_0003"", ""23853_structured_0001"", ""190657_structured_0003"", ""108356_structured_0000"", ""144429_structured_0000"", ""50308_structured_0004"", ""213963_structured_0001"", ""49177_structured_0000""]",152.3098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50356_4,dense,Deepal và Changan đóng vai trò gì trong chiến lược xe điện của Mazda?,50356,"[""50356_structured_0001""]","[""50356_structured_0001"", ""50356_structured_0000"", ""50356_structured_0003"", ""50356_structured_0002"", ""50308_structured_0000"", ""119753_structured_0002"", ""50353_structured_0000"", ""50308_structured_0001"", ""119753_structured_0000"", ""50353_structured_0002"", ""50353_structured_0001"", ""51868_structured_0000"", ""109559_structured_0001"", ""51868_structured_0001"", ""49177_structured_0001"", ""239633_structured_0002"", ""48422_structured_0001"", ""51806_structured_0002"", ""249375_structured_0000"", ""48206_structured_0000"", ""48459_structured_0003"", ""51806_structured_0000"", ""252517_structured_0001"", ""50308_structured_0002"", ""253045_structured_0002"", ""119753_structured_0001"", ""48418_structured_0000"", ""252668_structured_0000"", ""188472_structured_0000"", ""48206_structured_0002"", ""251878_structured_0000"", ""109559_structured_0002"", ""57609_structured_0000"", ""239633_structured_0001"", ""109559_structured_0004"", ""249046_structured_0001"", ""49161_structured_0000"", ""252857_structured_0002"", ""50308_structured_0003"", ""147874_structured_0001"", ""147874_structured_0000"", ""49161_structured_0001"", ""145723_structured_0000"", ""48193_structured_0000"", ""252869_structured_0001"", ""49616_structured_0000"", ""51950_structured_0000"", ""252869_structured_0000"", ""252857_structured_0001"", ""247875_structured_0003""]",13494.2842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50356_4,hybrid,Deepal và Changan đóng vai trò gì trong chiến lược xe điện của Mazda?,50356,"[""50356_structured_0001""]","[""50356_structured_0001"", ""50356_structured_0000"", ""50356_structured_0003"", ""50356_structured_0002"", ""51868_structured_0000"", ""49177_structured_0001"", ""51868_structured_0001"", ""253045_structured_0002"", ""252869_structured_0001"", ""48459_structured_0003"", ""252869_structured_0000"", ""50308_structured_0000"", ""119753_structured_0002"", ""50353_structured_0000"", ""50308_structured_0001"", ""52313_structured_0000"", ""119753_structured_0000"", ""48227_structured_0002"", ""50353_structured_0002"", ""50353_structured_0001"", ""52018_structured_0000"", ""148058_structured_0000"", ""109559_structured_0001"", ""201832_structured_0001"", ""181655_structured_0001"", ""239633_structured_0002"", ""251819_structured_0000"", ""32498_structured_0002"", ""48422_structured_0001"", ""249046_structured_0000"", ""51806_structured_0002"", ""160842_structured_0000"", ""249375_structured_0000"", ""144935_structured_0001"", ""48206_structured_0000"", ""49313_structured_0001"", ""51806_structured_0000"", ""252517_structured_0001"", ""48790_structured_0002"", ""194515_structured_0003"", ""50308_structured_0002"", ""119753_structured_0001"", ""143697_structured_0003"", ""143697_structured_0005"", ""48418_structured_0000"", ""252668_structured_0000"", ""48790_structured_0001"", ""143697_structured_0000"", ""188472_structured_0000"", ""22696_structured_0001""]",13655.8211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_1,bm25,Dự án Da Nang Downtown được xây dựng tại khu vực nào của Đà Nẵng?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""1649_structured_0002"", ""1649_structured_0000"", ""1649_structured_0001"", ""154701_structured_0002"", ""154701_structured_0001"", ""149950_structured_0000"", ""75902_structured_0000"", ""138484_structured_0000"", ""149950_structured_0002"", ""152128_structured_0001"", ""1850_structured_0001"", ""148481_structured_0000"", ""154472_structured_0000"", ""149950_structured_0001"", ""104025_structured_0001"", ""136061_structured_0000"", ""65400_structured_0000"", ""104398_structured_0006"", ""149616_structured_0001"", ""152128_structured_0000"", ""361_structured_0000"", ""104398_structured_0007"", ""45898_structured_0000"", ""197510_structured_0003"", ""333_structured_0000"", ""151306_structured_0000"", ""788_structured_0001"", ""1577_structured_0000"", ""149777_structured_0000"", ""148745_structured_0000"", ""33968_structured_0001"", ""104025_structured_0000"", ""133853_structured_0003"", ""133437_structured_0000"", ""134187_structured_0000"", ""149616_structured_0000"", ""152128_structured_0003"", ""139691_structured_0000"", ""152128_structured_0002"", ""153449_structured_0000"", ""5424_structured_0000"", ""148924_structured_0001"", ""149618_structured_0000"", ""333_structured_0001"", ""152964_structured_0000"", ""191219_structured_0000"", ""247066_structured_0000"", ""138484_structured_0001"", ""191219_structured_0001""]",173.1473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_1,dense,Dự án Da Nang Downtown được xây dựng tại khu vực nào của Đà Nẵng?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""149777_structured_0001"", ""149777_structured_0000"", ""149950_structured_0000"", ""65400_structured_0000"", ""1850_structured_0001"", ""149950_structured_0002"", ""184321_structured_0003"", ""139691_structured_0001"", ""523_structured_0002"", ""788_structured_0001"", ""523_structured_0001"", ""133853_structured_0003"", ""149950_structured_0001"", ""149616_structured_0000"", ""1577_structured_0001"", ""136061_structured_0000"", ""138018_structured_0000"", ""104902_structured_0003"", ""1649_structured_0002"", ""788_structured_0000"", ""138484_structured_0001"", ""65400_structured_0002"", ""133437_structured_0002"", ""361_structured_0000"", ""139691_structured_0000"", ""151975_structured_0000"", ""1649_structured_0001"", ""138018_structured_0001"", ""148924_structured_0000"", ""134187_structured_0000"", ""133853_structured_0002"", ""148924_structured_0002"", ""148924_structured_0001"", ""148745_structured_0001"", ""65400_structured_0001"", ""134187_structured_0001"", ""104902_structured_0000"", ""104902_structured_0002"", ""152128_structured_0001"", ""45509_structured_0000"", ""133437_structured_0000"", ""333_structured_0000"", ""75902_structured_0000"", ""333_structured_0001"", ""149616_structured_0001"", ""133437_structured_0001"", ""1577_structured_0000"", ""184_structured_0001"", ""201272_structured_0003""]",13544.3038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_1,hybrid,Dự án Da Nang Downtown được xây dựng tại khu vực nào của Đà Nẵng?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""149950_structured_0000"", ""149950_structured_0002"", ""1850_structured_0001"", ""1649_structured_0002"", ""65400_structured_0000"", ""1649_structured_0001"", ""149777_structured_0000"", ""149950_structured_0001"", ""136061_structured_0000"", ""788_structured_0001"", ""133853_structured_0003"", ""75902_structured_0000"", ""152128_structured_0001"", ""361_structured_0000"", ""149616_structured_0000"", ""149616_structured_0001"", ""139691_structured_0000"", ""134187_structured_0000"", ""138484_structured_0001"", ""333_structured_0000"", ""1577_structured_0000"", ""148924_structured_0001"", ""133437_structured_0000"", ""333_structured_0001"", ""149777_structured_0001"", ""1649_structured_0000"", ""154701_structured_0002"", ""154701_structured_0001"", ""184321_structured_0003"", ""138484_structured_0000"", ""139691_structured_0001"", ""523_structured_0002"", ""523_structured_0001"", ""148481_structured_0000"", ""154472_structured_0000"", ""104025_structured_0001"", ""1577_structured_0001"", ""138018_structured_0000"", ""104398_structured_0006"", ""104902_structured_0003"", ""152128_structured_0000"", ""788_structured_0000"", ""104398_structured_0007"", ""65400_structured_0002"", ""133437_structured_0002"", ""45898_structured_0000"", ""197510_structured_0003"", ""151306_structured_0000"", ""151975_structured_0000""]",13661.5145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_2,bm25,Dự án Da Nang Downtown bao gồm những hạng mục chính nào và điểm nhấn kiến trúc của dự án là gì?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""1649_structured_0002"", ""150302_structured_0000"", ""1649_structured_0000"", ""150302_structured_0001"", ""149267_structured_0001"", ""153449_structured_0000"", ""108695_structured_0000"", ""75902_structured_0000"", ""1122_structured_0001"", ""148573_structured_0002"", ""1649_structured_0001"", ""77124_structured_0000"", ""77124_structured_0001"", ""154701_structured_0002"", ""154421_structured_0000"", ""240259_structured_0000"", ""13472_structured_0002"", ""149267_structured_0000"", ""9773_structured_0001"", ""13472_structured_0001"", ""154701_structured_0001"", ""80373_structured_0001"", ""77316_structured_0001"", ""149200_structured_0000"", ""106030_structured_0003"", ""106030_structured_0004"", ""94729_structured_0004"", ""199730_structured_0000"", ""154472_structured_0000"", ""94729_structured_0003"", ""149970_structured_0001"", ""106030_structured_0000"", ""94729_structured_0002"", ""199577_structured_0000"", ""75785_structured_0001"", ""76880_structured_0001"", ""78111_structured_0000"", ""149366_structured_0002"", ""52997_structured_0002"", ""149494_structured_0000"", ""80373_structured_0000"", ""77565_structured_0000"", ""143697_structured_0000"", ""164151_structured_0004"", ""2060_structured_0003"", ""171290_structured_0000"", ""150035_structured_0001"", ""149950_structured_0000"", ""149447_structured_0001""]",201.2102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_2,dense,Dự án Da Nang Downtown bao gồm những hạng mục chính nào và điểm nhấn kiến trúc của dự án là gì?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""149777_structured_0001"", ""149950_structured_0001"", ""149950_structured_0000"", ""149777_structured_0000"", ""1649_structured_0002"", ""1649_structured_0001"", ""149950_structured_0002"", ""148607_structured_0000"", ""148607_structured_0001"", ""149834_structured_0001"", ""148786_structured_0001"", ""149311_structured_0001"", ""149311_structured_0000"", ""148786_structured_0000"", ""148924_structured_0001"", ""65400_structured_0000"", ""148607_structured_0002"", ""75902_structured_0000"", ""1074_structured_0001"", ""148682_structured_0002"", ""149366_structured_0002"", ""149334_structured_0002"", ""149746_structured_0001"", ""149311_structured_0002"", ""133437_structured_0002"", ""1649_structured_0000"", ""149834_structured_0000"", ""104706_structured_0001"", ""148924_structured_0000"", ""133437_structured_0000"", ""150302_structured_0001"", ""149230_structured_0000"", ""148884_structured_0001"", ""148682_structured_0000"", ""105697_structured_0000"", ""105697_structured_0001"", ""148558_structured_0000"", ""148495_structured_0001"", ""106030_structured_0003"", ""148573_structured_0002"", ""148973_structured_0002"", ""149230_structured_0002"", ""104706_structured_0000"", ""148682_structured_0001"", ""149678_structured_0000"", ""148647_structured_0001"", ""105697_structured_0003"", ""148924_structured_0002"", ""148647_structured_0000""]",13015.5067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_2,hybrid,Dự án Da Nang Downtown bao gồm những hạng mục chính nào và điểm nhấn kiến trúc của dự án là gì?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""1649_structured_0002"", ""1649_structured_0001"", ""75902_structured_0000"", ""1649_structured_0000"", ""150302_structured_0001"", ""149950_structured_0000"", ""148573_structured_0002"", ""149366_structured_0002"", ""106030_structured_0003"", ""149777_structured_0001"", ""149950_structured_0001"", ""150302_structured_0000"", ""149777_structured_0000"", ""149267_structured_0001"", ""153449_structured_0000"", ""108695_structured_0000"", ""149950_structured_0002"", ""148607_structured_0000"", ""1122_structured_0001"", ""148607_structured_0001"", ""149834_structured_0001"", ""148786_structured_0001"", ""149311_structured_0001"", ""77124_structured_0000"", ""149311_structured_0000"", ""77124_structured_0001"", ""148786_structured_0000"", ""154701_structured_0002"", ""148924_structured_0001"", ""154421_structured_0000"", ""240259_structured_0000"", ""65400_structured_0000"", ""13472_structured_0002"", ""148607_structured_0002"", ""149267_structured_0000"", ""1074_structured_0001"", ""9773_structured_0001"", ""13472_structured_0001"", ""148682_structured_0002"", ""154701_structured_0001"", ""149334_structured_0002"", ""80373_structured_0001"", ""149746_structured_0001"", ""77316_structured_0001"", ""149200_structured_0000"", ""149311_structured_0002"", ""133437_structured_0002"", ""106030_structured_0004"", ""149834_structured_0000""]",13169.3729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_3,bm25,Điều gì khiến Đà Nẵng trở thành thành phố trực thuộc Trung ương có diện tích lớn nhất cả nước?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""149896_structured_0000"", ""107672_structured_0000"", ""149896_structured_0001"", ""44313_structured_0000"", ""149950_structured_0000"", ""139927_structured_0000"", ""119203_structured_0001"", ""196341_structured_0000"", ""134808_structured_0004"", ""134808_structured_0003"", ""153825_structured_0001"", ""104902_structured_0003"", ""66408_structured_0000"", ""134808_structured_0000"", ""165525_structured_0000"", ""196341_structured_0001"", ""133755_structured_0001"", ""74838_structured_0001"", ""134808_structured_0001"", ""44313_structured_0001"", ""104902_structured_0002"", ""134466_structured_0001"", ""191329_structured_0001"", ""105571_structured_0004"", ""134466_structured_0000"", ""150864_structured_0001"", ""65400_structured_0001"", ""78478_structured_0000"", ""239308_structured_0001"", ""788_structured_0001"", ""99182_structured_0000"", ""75290_structured_0002"", ""1658_structured_0001"", ""154701_structured_0001"", ""96852_structured_0000"", ""105581_structured_0001"", ""104191_structured_0000"", ""247390_structured_0000"", ""104902_structured_0004"", ""104025_structured_0002"", ""106873_structured_0001"", ""140485_structured_0001"", ""105158_structured_0004"", ""139413_structured_0000"", ""247074_structured_0001"", ""149428_structured_0001"", ""154701_structured_0002"", ""134187_structured_0000"", ""165194_structured_0000""]",188.6721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_3,dense,Điều gì khiến Đà Nẵng trở thành thành phố trực thuộc Trung ương có diện tích lớn nhất cả nước?,148770,"[""148770_structured_0000""]","[""65400_structured_0000"", ""148770_structured_0000"", ""139927_structured_0000"", ""104902_structured_0003"", ""104902_structured_0002"", ""247390_structured_0000"", ""184321_structured_0000"", ""184321_structured_0005"", ""139413_structured_0001"", ""104902_structured_0004"", ""105571_structured_0003"", ""247360_structured_0000"", ""104902_structured_0001"", ""105571_structured_0002"", ""105571_structured_0004"", ""105571_structured_0000"", ""139413_structured_0000"", ""138018_structured_0000"", ""184321_structured_0001"", ""184321_structured_0003"", ""105697_structured_0000"", ""104902_structured_0000"", ""150428_structured_0001"", ""1658_structured_0001"", ""105571_structured_0001"", ""196341_structured_0000"", ""247360_structured_0001"", ""65400_structured_0002"", ""1850_structured_0001"", ""65400_structured_0001"", ""184321_structured_0004"", ""154701_structured_0001"", ""104312_structured_0000"", ""333_structured_0001"", ""149777_structured_0001"", ""154701_structured_0002"", ""154701_structured_0000"", ""523_structured_0001"", ""184321_structured_0002"", ""788_structured_0000"", ""238034_structured_0000"", ""1658_structured_0000"", ""138018_structured_0001"", ""45509_structured_0000"", ""196341_structured_0001"", ""199846_structured_0000"", ""105697_structured_0001"", ""201272_structured_0001"", ""106225_structured_0003"", ""74494_structured_0000""]",13633.4645,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575
148770_3,hybrid,Điều gì khiến Đà Nẵng trở thành thành phố trực thuộc Trung ương có diện tích lớn nhất cả nước?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""139927_structured_0000"", ""104902_structured_0003"", ""104902_structured_0002"", ""196341_structured_0000"", ""247390_structured_0000"", ""105571_structured_0004"", ""104902_structured_0004"", ""1658_structured_0001"", ""139413_structured_0000"", ""196341_structured_0001"", ""65400_structured_0001"", ""154701_structured_0001"", ""154701_structured_0002"", ""65400_structured_0000"", ""149896_structured_0000"", ""107672_structured_0000"", ""149896_structured_0001"", ""44313_structured_0000"", ""149950_structured_0000"", ""184321_structured_0000"", ""119203_structured_0001"", ""184321_structured_0005"", ""139413_structured_0001"", ""134808_structured_0004"", ""105571_structured_0003"", ""134808_structured_0003"", ""153825_structured_0001"", ""247360_structured_0000"", ""104902_structured_0001"", ""105571_structured_0002"", ""66408_structured_0000"", ""134808_structured_0000"", ""105571_structured_0000"", ""165525_structured_0000"", ""133755_structured_0001"", ""138018_structured_0000"", ""184321_structured_0001"", ""74838_structured_0001"", ""134808_structured_0001"", ""184321_structured_0003"", ""105697_structured_0000"", ""44313_structured_0001"", ""104902_structured_0000"", ""134466_structured_0001"", ""150428_structured_0001"", ""191329_structured_0001"", ""105571_structured_0001"", ""134466_structured_0000"", ""150864_structured_0001""]",13218.1683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_4,bm25,Tòa tháp 69 tầng được kỳ vọng đóng vai trò gì đối với khu vực miền Trung?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""149616_structured_0002"", ""149950_structured_0000"", ""66404_structured_0000"", ""149950_structured_0001"", ""66404_structured_0001"", ""126501_structured_0000"", ""148495_structured_0001"", ""149387_structured_0000"", ""122604_structured_0000"", ""208939_structured_0000"", ""154926_structured_0000"", ""149028_structured_0002"", ""149028_structured_0000"", ""104902_structured_0003"", ""149028_structured_0001"", ""79595_structured_0002"", ""2060_structured_0003"", ""152128_structured_0000"", ""104061_structured_0000"", ""23776_structured_0002"", ""97616_structured_0001"", ""42228_structured_0002"", ""148924_structured_0000"", ""42228_structured_0000"", ""1199_structured_0000"", ""378_structured_0000"", ""78478_structured_0002"", ""261517_structured_0000"", ""217646_structured_0000"", ""34344_structured_0000"", ""199730_structured_0001"", ""152128_structured_0001"", ""66404_structured_0002"", ""140022_structured_0000"", ""149321_structured_0002"", ""42228_structured_0004"", ""194271_structured_0001"", ""201272_structured_0001"", ""153549_structured_0000"", ""74945_structured_0000"", ""97616_structured_0000"", ""194271_structured_0000"", ""378_structured_0001"", ""152999_structured_0000"", ""52997_structured_0001"", ""66231_structured_0000"", ""213_structured_0000"", ""42228_structured_0001"", ""104902_structured_0001""]",179.2171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_4,dense,Tòa tháp 69 tầng được kỳ vọng đóng vai trò gì đối với khu vực miền Trung?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""148763_structured_0000"", ""148495_structured_0001"", ""149339_structured_0000"", ""756_structured_0002"", ""133755_structured_0003"", ""151548_structured_0001"", ""148973_structured_0002"", ""191899_structured_0000"", ""756_structured_0001"", ""23599_structured_0001"", ""1065_structured_0001"", ""148495_structured_0002"", ""151548_structured_0000"", ""149339_structured_0002"", ""151247_structured_0000"", ""191899_structured_0002"", ""44168_structured_0001"", ""104902_structured_0003"", ""137933_structured_0000"", ""104312_structured_0000"", ""105571_structured_0001"", ""149387_structured_0000"", ""45591_structured_0001"", ""199162_structured_0002"", ""104706_structured_0005"", ""27380_structured_0001"", ""148495_structured_0000"", ""150747_structured_0001"", ""151548_structured_0002"", ""151158_structured_0002"", ""106225_structured_0002"", ""106996_structured_0003"", ""105571_structured_0004"", ""137863_structured_0001"", ""127062_structured_0004"", ""134646_structured_0000"", ""107257_structured_0004"", ""127062_structured_0003"", ""107504_structured_0002"", ""139447_structured_0000"", ""756_structured_0000"", ""151666_structured_0002"", ""44313_structured_0000"", ""107258_structured_0002"", ""148973_structured_0001"", ""104706_structured_0001"", ""107676_structured_0002"", ""104706_structured_0004"", ""135147_structured_0001""]",12868.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_4,hybrid,Tòa tháp 69 tầng được kỳ vọng đóng vai trò gì đối với khu vực miền Trung?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""148495_structured_0001"", ""149387_structured_0000"", ""104902_structured_0003"", ""148763_structured_0000"", ""149616_structured_0002"", ""149950_structured_0000"", ""149339_structured_0000"", ""66404_structured_0000"", ""149950_structured_0001"", ""756_structured_0002"", ""133755_structured_0003"", ""66404_structured_0001"", ""126501_structured_0000"", ""151548_structured_0001"", ""148973_structured_0002"", ""191899_structured_0000"", ""122604_structured_0000"", ""756_structured_0001"", ""208939_structured_0000"", ""23599_structured_0001"", ""1065_structured_0001"", ""154926_structured_0000"", ""148495_structured_0002"", ""149028_structured_0002"", ""149028_structured_0000"", ""151548_structured_0000"", ""149339_structured_0002"", ""149028_structured_0001"", ""151247_structured_0000"", ""191899_structured_0002"", ""79595_structured_0002"", ""2060_structured_0003"", ""44168_structured_0001"", ""152128_structured_0000"", ""104061_structured_0000"", ""137933_structured_0000"", ""104312_structured_0000"", ""23776_structured_0002"", ""105571_structured_0001"", ""97616_structured_0001"", ""42228_structured_0002"", ""148924_structured_0000"", ""45591_structured_0001"", ""199162_structured_0002"", ""42228_structured_0000"", ""104706_structured_0005"", ""1199_structured_0000"", ""27380_structured_0001"", ""378_structured_0000""]",13398.5329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148770_5,bm25,Đúng hay sai: Tòa tháp trong dự án Da Nang Downtown sẽ là công trình cao nhất Việt Nam khi hoàn thành?,148770,"[""148770_structured_0000""]","[""148770_structured_0000"", ""1199_structured_0002"", ""1649_structured_0002"", ""149950_structured_0002"", ""1649_structured_0000"", ""149950_structured_0001"", ""1649_structured_0001"", ""149028_structured_0002"", ""378_structured_0001"", ""106030_structured_0003"", ""1199_structured_0001"", ""106030_structured_0004"", ""149321_structured_0002"", ""98071_structured_0000"", ""261517_structured_0000"", ""149028_structured_0001"", ""42228_structured_0001"", ""1204_structured_0000"", ""1122_structured_0000"", ""1199_structured_0000"", ""154926_structured_0000"", ""378_structured_0000"", ""42228_structured_0000"", ""149387_structured_0000"", ""149950_structured_0000"", ""78047_structured_0000"", ""42228_structured_0002"", ""154701_structured_0001"", ""74945_structured_0000"", ""77316_structured_0002"", ""105515_structured_0000"", ""149321_structured_0001"", ""151939_structured_0001"", ""106030_structured_0001"", ""105010_structured_0000"", ""77316_structured_0003"", ""105010_structured_0001"", ""151317_structured_0001"", ""77481_structured_0001"", ""239308_structured_0000"", ""1204_structured_0001"", ""95667_structured_0001"", ""242060_structured_0000"", ""79595_structured_0002"", ""102336_structured_0002"", ""106030_structured_0002"", ""196115_structured_0000"", ""9763_structured_0001"", ""197510_structured_0003"", ""247184_structured_0001""]",308.3954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
