id,category,title_chars,description_chars,content_chars,title_tokens,description_tokens,content_tokens,has_title,has_description,has_content,has_mojibake
8134,Giải trí,60,111,2502,13,25,546,True,True,True,False
44263,Thời sự,75,217,2821,16,49,632,True,True,True,False
180467,Giáo dục,47,232,2467,11,53,550,True,True,True,False
186390,Khoa học công nghệ,77,212,2350,17,48,530,True,True,True,False
265355,Đời sống,63,162,3219,16,37,726,True,True,True,False
110110,Kinh doanh,43,89,1500,10,19,320,True,True,True,False
109030,Kinh doanh,67,183,5802,15,38,1273,True,True,True,False
217247,Thế giới,63,170,1172,14,36,238,True,True,True,False
174503,Giáo dục,68,143,1159,17,33,250,True,True,True,False
122101,Thế giới,81,177,4634,16,35,969,True,True,True,False
140022,Thời sự,66,117,4649,14,26,1038,True,True,True,False
103437,Giáo dục,73,253,2223,17,56,489,True,True,True,False
125036,Thể thao,82,229,2936,17,50,646,True,True,True,False
34386,Thế giới,42,124,2984,9,28,648,True,True,True,False
102772,Giáo dục,74,134,1551,17,29,343,True,True,True,False
131258,Thể thao,55,294,2458,11,63,534,True,True,True,False
103500,Giáo dục,79,206,5112,17,47,1128,True,True,True,False
216326,Thế giới,39,137,1431,10,31,309,True,True,True,False
97239,Giáo dục,57,245,5490,12,52,1175,True,True,True,False
169898,Giải trí,61,132,1250,13,29,264,True,True,True,False
114461,Sức khỏe,52,171,1277,12,36,261,True,True,True,False
77124,Du lịch,59,470,3016,13,106,662,True,True,True,False
142519,Thời sự,48,274,5114,11,63,1153,True,True,True,True
185086,Khoa học công nghệ,60,164,4200,14,38,908,True,True,True,False
207117,Sức khỏe,77,181,1388,18,40,312,True,True,True,False
189441,Kinh doanh,77,162,1912,16,33,403,True,True,True,False
97565,Giáo dục,64,149,2239,16,35,488,True,True,True,False
200620,Kinh doanh,67,215,4644,14,44,990,True,True,True,False
166703,Giải trí,67,193,1553,15,42,335,True,True,True,False
192360,Kinh doanh,57,207,5684,14,49,1237,True,True,True,False
41604,Thể thao,52,101,1147,11,23,253,True,True,True,False
118789,Thế giới,83,111,1650,17,24,362,True,True,True,False
197388,Kinh doanh,78,229,3328,16,50,720,True,True,True,False
80902,Giải trí,69,341,6420,15,73,1464,True,True,True,False
15417,Giải trí,72,164,3472,17,37,765,True,True,True,False
195398,Kinh doanh,69,175,1779,15,41,385,True,True,True,False
80069,Giải trí,50,152,1571,10,35,347,True,True,True,False
260537,Đời sống,66,164,2011,15,36,447,True,True,True,False
227086,Thể thao,54,130,1606,11,28,353,True,True,True,False
259164,Đời sống,79,71,4650,18,15,1050,True,True,True,False
73460,Đời sống,58,173,1584,13,41,358,True,True,True,False
185091,Khoa học công nghệ,62,175,3325,14,40,719,True,True,True,False
152578,Bất động sản,53,160,1560,11,33,330,True,True,True,False
174576,Giáo dục,78,136,3370,16,29,722,True,True,True,False
13174,Giải trí,73,123,6133,15,28,1253,True,True,True,False
67894,Đời sống,75,123,1712,15,25,387,True,True,True,False
93994,Giải trí,49,155,1380,9,31,309,True,True,True,False
115392,Sức khỏe,70,278,11828,17,64,2541,True,True,True,False
185357,Khoa học công nghệ,54,148,2369,13,32,510,True,True,True,False
169353,Giải trí,56,156,10853,13,35,2451,True,True,True,False
262261,Đời sống,58,132,610,14,29,131,True,True,True,False
178534,Giáo dục,63,148,1747,13,31,375,True,True,True,False
35132,Thế giới,71,149,1787,15,34,389,True,True,True,False
246620,Thời sự,79,206,1643,17,46,366,True,True,True,False
170219,Giải trí,70,129,2067,15,28,466,True,True,True,False
139151,Thời sự,50,258,2179,11,55,468,True,True,True,False
80099,Giải trí,66,127,3146,14,24,681,True,True,True,False
188173,Khoa học công nghệ,66,209,2770,14,48,605,True,True,True,False
214262,Thế giới,52,169,3147,12,39,694,True,True,True,False
91177,Giải trí,72,196,2347,17,46,525,True,True,True,False
21570,Kinh doanh,57,194,4033,13,42,893,True,True,True,False
131177,Thể thao,72,122,1908,16,29,407,True,True,True,False
71411,Đời sống,58,121,3469,14,28,780,True,True,True,False
4118,Giáo dục,70,229,5207,16,50,1132,True,True,True,False
79298,Du lịch,77,158,3314,17,34,715,True,True,True,False
126418,Thể thao,35,229,3455,8,51,767,True,True,True,False
93552,Giải trí,37,184,2263,9,38,500,True,True,True,False
193770,Kinh doanh,60,209,4923,13,44,1041,True,True,True,False
224728,Thể thao,62,118,3352,15,24,717,True,True,True,True
174015,Giáo dục,40,107,1659,9,25,347,True,True,True,False
247725,Xe,50,173,2376,11,37,522,True,True,True,False
52948,Khoa học công nghệ,85,146,2443,17,31,526,True,True,True,False
188684,Kinh doanh,73,182,4387,18,41,952,True,True,True,False
171105,Giải trí,79,181,3305,17,38,659,True,True,True,False
253883,Xe,73,193,5687,17,41,1237,True,True,True,False
249136,Xe,61,170,3907,13,37,839,True,True,True,False
208674,Sức khỏe,44,123,2788,12,31,644,True,True,True,False
173644,Giáo dục,68,184,2512,16,42,558,True,True,True,False
116592,Sức khỏe,46,160,1158,11,35,248,True,True,True,False
67447,Đời sống,77,137,4455,17,30,997,True,True,True,False
19202,Kinh doanh,60,234,3392,13,51,725,True,True,True,False
145928,Xe,68,202,2750,13,42,600,True,True,True,False
141148,Thời sự,47,153,3344,10,32,704,True,True,True,False
60856,Khoa học công nghệ,31,210,1732,7,46,374,True,True,True,False
55326,Khoa học công nghệ,54,160,3809,12,35,831,True,True,True,False
172838,Giáo dục,78,91,3408,16,18,722,True,True,True,False
217121,Thế giới,51,148,1411,12,34,299,True,True,True,False
73355,Đời sống,65,164,1539,15,39,343,True,True,True,False
237543,Thời sự,73,202,2002,16,45,445,True,True,True,False
71121,Đời sống,65,153,2633,15,36,589,True,True,True,False
173170,Giáo dục,67,142,2021,14,30,439,True,True,True,False
171387,Giải trí,77,121,2708,17,27,591,True,True,True,False
75916,Du lịch,25,166,4373,6,39,973,True,True,True,True
260790,Đời sống,67,126,2974,16,30,675,True,True,True,False
117323,Sức khỏe,57,240,3036,13,53,680,True,True,True,False
42964,Thời sự,77,110,7517,19,21,1707,True,True,True,False
227377,Thể thao,51,82,1059,9,15,215,True,True,True,False
249700,Xe,53,142,4075,13,31,912,True,True,True,False
255164,Xe,50,128,2200,12,28,499,True,True,True,False
31722,Sức khỏe,45,121,1889,10,26,416,True,True,True,False
237414,Thời sự,60,176,3256,14,39,722,True,True,True,False
196649,Kinh doanh,80,236,4117,18,51,880,True,True,True,False
7445,Giải trí,47,129,3982,11,28,859,True,True,True,False
74976,Du lịch,54,121,5605,12,27,1244,True,True,True,False
182517,Khoa học công nghệ,78,208,5266,18,46,1139,True,True,True,False
178065,Giáo dục,72,134,1162,17,30,256,True,True,True,False
75901,Du lịch,59,262,2820,14,57,636,True,True,True,False
259817,Đời sống,78,142,2808,18,31,608,True,True,True,False
43039,Thời sự,76,185,4569,19,43,1014,True,True,True,False
232896,Thể thao,47,113,1120,10,25,229,True,True,True,False
226086,Thể thao,63,149,2182,13,30,466,True,True,True,False
258687,Đời sống,80,147,2286,19,33,511,True,True,True,False
109266,Kinh doanh,70,131,2840,16,28,603,True,True,True,False
93317,Giải trí,75,149,3311,17,34,744,True,True,True,False
147018,Xe,55,126,3056,13,30,702,True,True,True,False
250016,Xe,80,146,2192,19,34,497,True,True,True,False
165645,Giải trí,57,133,1742,13,32,395,True,True,True,False
119896,Thế giới,65,142,2674,14,31,580,True,True,True,False
111777,Kinh doanh,69,234,704,16,54,153,True,True,True,False
153801,Du lịch,55,169,13101,11,37,2907,True,True,True,False
151374,Bất động sản,52,186,4276,12,39,913,True,True,True,False
37105,Thể thao,66,211,1718,14,47,369,True,True,True,False
118490,Thế giới,79,157,1888,16,34,407,True,True,True,False
232449,Thể thao,54,148,5850,10,31,1248,True,True,True,False
105718,Kinh doanh,60,286,2319,16,64,531,True,True,True,False
132779,Thời sự,76,116,2086,15,24,444,True,True,True,False
38301,Thể thao,57,160,4151,12,35,930,True,True,True,False
133621,Thời sự,77,172,1420,18,40,306,True,True,True,False
147476,Xe,78,121,2609,17,27,567,True,True,True,False
200622,Kinh doanh,51,167,4857,11,37,1050,True,True,True,False
102479,Giáo dục,72,250,10183,15,53,2166,True,True,True,False
59531,Khoa học công nghệ,54,221,1570,9,47,332,True,True,True,False
258748,Đời sống,72,122,5572,17,28,1244,True,True,True,False
13111,Giải trí,63,160,6304,14,34,1347,True,True,True,False
217555,Thế giới,57,170,3302,13,37,697,True,True,True,False
22126,Kinh doanh,59,212,3479,11,46,753,True,True,True,False
88011,Giải trí,60,159,2556,14,33,565,True,True,True,False
114265,Sức khỏe,49,171,2332,11,34,476,True,True,True,True
27380,Pháp luật,75,190,3655,17,41,831,True,True,True,False
73444,Đời sống,73,198,3328,18,45,757,True,True,True,False
34646,Thế giới,44,133,1608,10,25,353,True,True,True,False
151666,Bất động sản,75,245,4591,18,56,1028,True,True,True,False
148688,Bất động sản,67,203,4890,12,43,1037,True,True,True,False
229084,Thể thao,67,129,6117,12,23,1192,True,True,True,False
86828,Giải trí,38,117,2820,9,26,624,True,True,True,False
17252,Khoa học công nghệ,53,214,4416,11,43,941,True,True,True,False
148081,Xe,84,242,3608,17,52,783,True,True,True,False
254218,Xe,77,162,2022,19,37,447,True,True,True,False
88074,Giải trí,52,201,4169,12,44,907,True,True,True,False
239500,Thời sự,64,173,1315,14,38,280,True,True,True,False
106953,Kinh doanh,51,244,2507,12,57,552,True,True,True,False
252805,Xe,79,179,2852,18,42,598,True,True,True,False
55240,Khoa học công nghệ,53,151,2003,11,34,441,True,True,True,False
239620,Thời sự,56,170,1868,12,39,403,True,True,True,False
116824,Sức khỏe,73,349,13696,17,76,2837,True,True,True,False
88135,Giải trí,64,127,2523,14,29,551,True,True,True,False
214760,Thế giới,67,141,2262,15,31,481,True,True,True,False
201516,Kinh doanh,74,187,2951,16,40,647,True,True,True,False
188705,Kinh doanh,54,142,1290,14,34,284,True,True,True,False
10654,Giải trí,82,181,3300,19,41,705,True,True,True,False
91220,Giải trí,58,154,2094,12,36,459,True,True,True,False
38598,Thể thao,52,181,2601,11,38,556,True,True,True,False
70687,Đời sống,68,186,3615,16,43,815,True,True,True,False
209444,Sức khỏe,69,167,1832,16,39,390,True,True,True,False
9426,Giải trí,45,152,3670,10,34,807,True,True,True,False
4005,Giáo dục,40,155,7268,10,36,1585,True,True,True,False
251958,Xe,64,172,3664,15,40,802,True,True,True,False
222471,Thể thao,42,96,1511,10,21,328,True,True,True,False
3315,Giáo dục,73,155,3054,17,34,673,True,True,True,False
209184,Sức khỏe,69,224,4600,17,52,1036,True,True,True,False
97980,Giáo dục,71,244,2442,17,53,530,True,True,True,False
182102,Khoa học công nghệ,67,118,3120,11,25,657,True,True,True,False
190635,Kinh doanh,78,114,3574,16,25,754,True,True,True,False
87415,Giải trí,20,118,2337,5,26,518,True,True,True,False
239959,Thời sự,66,153,2169,16,35,467,True,True,True,False
162267,Giải trí,47,125,3687,11,28,808,True,True,True,False
186607,Khoa học công nghệ,69,186,7117,14,40,1554,True,True,True,False
124406,Thể thao,84,146,2484,19,31,568,True,True,True,False
145775,Xe,64,160,2185,12,35,480,True,True,True,False
259397,Đời sống,67,197,4348,16,45,960,True,True,True,False
170495,Giải trí,71,214,6040,16,49,1302,True,True,True,False
49472,Xe,41,61,3315,10,16,752,True,True,True,False
173497,Giáo dục,49,152,853,10,33,174,True,True,True,False
240392,Thời sự,80,124,1810,18,27,402,True,True,True,False
6609,Giải trí,62,125,4819,15,27,1036,True,True,True,False
214150,Thế giới,80,206,3848,19,46,860,True,True,True,False
154725,Du lịch,69,205,3114,15,47,670,True,True,True,False
183647,Khoa học công nghệ,24,175,6485,6,37,1398,True,True,True,False
262990,Đời sống,74,170,3679,17,37,787,True,True,True,False
220113,Thể thao,59,159,3868,13,35,834,True,True,True,False
147699,Xe,72,170,2377,17,39,523,True,True,True,False
53558,Khoa học công nghệ,61,185,2600,13,40,557,True,True,True,False
48394,Xe,97,95,3919,22,20,851,True,True,True,False
225068,Thể thao,43,147,846,8,30,175,True,True,True,False
92457,Giải trí,62,157,2835,14,34,630,True,True,True,False
117545,Sức khỏe,70,302,4574,16,67,1000,True,True,True,False
2246,Du lịch,63,172,3103,13,37,650,True,True,True,False
62522,Khoa học công nghệ,38,123,2358,9,26,512,True,True,True,False
79011,Du lịch,65,172,2687,13,36,597,True,True,True,False
114619,Sức khỏe,77,158,5452,15,35,1107,True,True,True,False
56726,Khoa học công nghệ,46,159,2373,10,35,521,True,True,True,False
164101,Giải trí,66,135,2241,15,31,489,True,True,True,False
239021,Thời sự,70,125,2279,15,27,506,True,True,True,False
2003,Du lịch,58,153,3927,14,36,862,True,True,True,False
205747,Sức khỏe,67,91,2351,16,20,512,True,True,True,False
190540,Kinh doanh,74,204,5399,17,47,1172,True,True,True,False
130731,Thể thao,63,252,3030,14,51,645,True,True,True,False
102603,Giáo dục,70,192,7110,16,41,1605,True,True,True,False
202172,Kinh doanh,57,226,3616,11,50,785,True,True,True,False
211177,Sức khỏe,61,238,4695,13,50,1028,True,True,True,False
22677,Kinh doanh,66,123,3249,14,26,669,True,True,True,False
37659,Thể thao,78,127,1993,18,29,437,True,True,True,False
256914,Đời sống,80,147,2550,18,32,567,True,True,True,False
144961,Xe,59,210,3217,15,49,752,True,True,True,False
174006,Giáo dục,67,211,3146,15,45,672,True,True,True,False
139309,Thời sự,68,139,2231,15,29,473,True,True,True,False
242978,Thời sự,75,170,794,18,38,177,True,True,True,False
178002,Giáo dục,67,132,1390,16,30,308,True,True,True,False
239542,Thời sự,76,202,1167,16,42,260,True,True,True,False
243833,Thời sự,62,143,2817,14,30,625,True,True,True,False
144804,Xe,82,245,2361,16,52,492,True,True,True,False
115746,Sức khỏe,66,351,5252,15,80,1143,True,True,True,False
199869,Kinh doanh,72,221,2595,17,50,571,True,True,True,False
241070,Thời sự,60,172,2612,14,40,559,True,True,True,False
53703,Khoa học công nghệ,54,108,1698,12,25,361,True,True,True,False
146128,Xe,71,178,3103,17,40,687,True,True,True,False
82786,Giải trí,61,136,2898,13,29,655,True,True,True,False
223259,Thể thao,61,133,2549,14,29,538,True,True,True,False
238370,Thời sự,76,187,4060,18,42,899,True,True,True,False
56149,Khoa học công nghệ,62,92,2195,14,20,479,True,True,True,False
27469,Pháp luật,46,132,4592,12,32,1019,True,True,True,False
226545,Thể thao,71,197,1415,15,44,284,True,True,True,False
130334,Thể thao,56,215,1349,13,49,295,True,True,True,False
207740,Sức khỏe,47,111,2636,11,25,572,True,True,True,False
225585,Thể thao,53,106,1590,12,23,337,True,True,True,False
209710,Sức khỏe,58,151,2853,12,35,623,True,True,True,False
165252,Giải trí,72,160,2171,15,35,449,True,True,True,False
102842,Giáo dục,65,185,2669,14,41,556,True,True,True,False
263888,Đời sống,32,178,3327,6,41,718,True,True,True,False
175705,Giáo dục,64,242,2581,16,54,563,True,True,True,False
236685,Thể thao,69,123,253,16,28,55,True,True,True,False
254463,Xe,79,172,4344,16,35,924,True,True,True,False
57091,Khoa học công nghệ,58,126,1470,14,28,331,True,True,True,False
41560,Thể thao,67,87,1628,12,18,344,True,True,True,False
215913,Thế giới,61,152,1208,15,31,273,True,True,True,False
138077,Thời sự,66,113,4908,15,25,1055,True,True,True,False
124963,Thể thao,77,192,3355,18,43,758,True,True,True,False
240214,Thời sự,61,120,891,15,28,200,True,True,True,False
209423,Sức khỏe,59,129,2362,15,29,529,True,True,True,False
17821,Kinh doanh,55,243,5096,12,47,1017,True,True,True,False
210506,Sức khỏe,48,120,5687,11,26,1245,True,True,True,False
13663,Giải trí,42,166,2616,9,35,548,True,True,True,False
55892,Khoa học công nghệ,34,176,1680,6,35,371,True,True,True,False
190151,Kinh doanh,59,185,3705,13,41,790,True,True,True,False
9763,Giải trí,75,179,6102,17,40,1278,True,True,True,False
72255,Đời sống,79,141,1750,18,32,396,True,True,True,False
203975,Pháp luật,42,86,1408,10,19,311,True,True,True,False
97266,Giáo dục,64,210,1946,15,43,429,True,True,True,False
239579,Thời sự,76,174,3896,18,39,846,True,True,True,False
6871,Giải trí,58,181,3771,13,38,810,True,True,True,False
184608,Khoa học công nghệ,39,183,2382,9,40,504,True,True,True,False
236881,Thời sự,56,183,4692,11,39,1006,True,True,True,False
204796,Pháp luật,66,162,2671,15,39,612,True,True,True,False
97663,Giáo dục,72,156,7471,14,34,1611,True,True,True,False
200288,Kinh doanh,43,183,2496,10,42,549,True,True,True,False
145723,Xe,42,142,1966,9,31,431,True,True,True,False
120836,Thế giới,84,216,4226,18,45,889,True,True,True,False
152964,Bất động sản,67,159,3707,16,37,821,True,True,True,False
168879,Giải trí,49,149,2211,10,34,489,True,True,True,False
87058,Giải trí,60,203,2765,14,44,616,True,True,True,False
237613,Thời sự,75,195,1631,17,47,363,True,True,True,False
193707,Kinh doanh,56,186,2821,14,42,614,True,True,True,False
190220,Kinh doanh,72,167,1740,13,34,341,True,True,True,False
34650,Thế giới,78,140,2331,18,31,483,True,True,True,False
138899,Thời sự,52,127,1591,13,28,354,True,True,True,False
86519,Giải trí,35,90,2577,9,22,567,True,True,True,False
201103,Kinh doanh,63,150,2573,13,31,557,True,True,True,False
246551,Thời sự,79,164,1034,20,38,225,True,True,True,False
232187,Thể thao,38,107,1369,6,21,285,True,True,True,False
144855,Xe,52,114,2382,11,25,514,True,True,True,False
49288,Xe,94,191,3060,19,45,667,True,True,True,False
102486,Giáo dục,54,245,5866,13,51,1296,True,True,True,False
168646,Giải trí,65,169,3233,15,37,692,True,True,True,False
120527,Thế giới,64,168,2274,16,38,508,True,True,True,False
71307,Đời sống,80,154,5739,17,37,1298,True,True,True,False
55713,Khoa học công nghệ,42,132,1520,9,31,330,True,True,True,False
110178,Kinh doanh,67,121,1551,15,26,335,True,True,True,False
175911,Giáo dục,80,163,4651,19,37,1007,True,True,True,False
173426,Giáo dục,72,165,1817,17,36,382,True,True,True,False
83169,Giải trí,45,198,3593,10,43,789,True,True,True,False
135998,Thời sự,69,222,3696,15,50,827,True,True,True,False
4640,Giáo dục,64,134,2393,15,31,521,True,True,True,False
175910,Giáo dục,74,143,6665,17,33,1445,True,True,True,False
219713,Thể thao,61,157,1296,15,37,287,True,True,True,False
256302,Đời sống,80,157,3531,17,34,783,True,True,True,False
1983,Du lịch,40,217,3053,9,47,686,True,True,True,False
11556,Giải trí,54,153,4293,12,34,965,True,True,True,False
93774,Giải trí,63,144,1982,14,31,439,True,True,True,False
7720,Giải trí,82,194,4634,17,42,950,True,True,True,False
14110,Giải trí,90,150,3593,20,34,758,True,True,True,False
33051,Thế giới,62,179,3176,13,41,696,True,True,True,False
257429,Đời sống,74,159,3705,17,35,841,True,True,True,False
237601,Thời sự,78,159,2035,18,33,441,True,True,True,False
39996,Thể thao,53,151,3341,12,31,718,True,True,True,False
123045,Thế giới,78,162,4644,17,35,990,True,True,True,False
16294,Giải trí,47,121,2036,9,27,433,True,True,True,False
5550,Giáo dục,57,124,2991,14,29,671,True,True,True,False
238492,Thời sự,51,153,1615,12,35,354,True,True,True,False
40207,Thể thao,89,181,1888,18,37,414,True,True,True,False
222982,Thể thao,53,119,1575,11,27,355,True,True,True,False
242802,Thời sự,65,147,3349,16,35,748,True,True,True,False
158304,Giải trí,69,136,1563,18,30,354,True,True,True,False
9196,Giải trí,48,125,4350,10,26,905,True,True,True,False
7509,Giải trí,79,134,2022,17,27,415,True,True,True,False
195469,Kinh doanh,70,176,3901,16,37,851,True,True,True,False
142001,Thời sự,41,201,7026,9,44,1568,True,True,True,False
156621,Giải trí,73,232,1613,16,53,360,True,True,True,False
6607,Giải trí,51,141,4140,12,30,873,True,True,True,False
42737,Thời sự,27,160,7051,7,37,1594,True,True,True,False
32448,Thế giới,49,168,5302,10,34,1113,True,True,True,False
144421,Xe,86,260,3433,18,58,776,True,True,True,False
41468,Thể thao,69,124,2074,15,25,433,True,True,True,False
14229,Giải trí,69,231,2538,16,49,544,True,True,True,False
212138,Sức khỏe,78,136,2656,18,30,583,True,True,True,False
35855,Thế giới,54,103,4042,11,22,877,True,True,True,False
259354,Đời sống,70,187,4581,17,41,1025,True,True,True,False
152626,Bất động sản,76,176,3394,16,38,746,True,True,True,False
195732,Kinh doanh,47,125,2839,10,27,589,True,True,True,False
251374,Xe,61,165,1176,13,37,256,True,True,True,False
77573,Du lịch,48,344,2805,12,79,621,True,True,True,False
84123,Giải trí,81,131,2361,17,28,517,True,True,True,False
115527,Sức khỏe,66,229,5510,17,47,1170,True,True,True,False
209834,Sức khỏe,74,212,1978,17,46,422,True,True,True,False
209142,Sức khỏe,60,134,2295,15,31,511,True,True,True,False
129185,Thể thao,53,246,2469,11,53,542,True,True,True,False
252208,Xe,40,119,4687,10,27,1051,True,True,True,False
151365,Bất động sản,63,187,1572,14,40,338,True,True,True,False
46936,Thời sự,50,164,3456,11,35,770,True,True,True,False
211731,Sức khỏe,57,192,2399,14,42,509,True,True,True,False
218692,Thế giới,53,181,1916,11,40,403,True,True,True,False
54523,Khoa học công nghệ,45,168,2373,10,36,514,True,True,True,False
5742,Giáo dục,65,125,4678,14,28,1001,True,True,True,False
228387,Thể thao,32,89,1148,7,19,233,True,True,True,False
103047,Giáo dục,72,163,4235,14,37,934,True,True,True,False
63672,Khoa học công nghệ,59,110,1732,14,24,375,True,True,True,False
245914,Thời sự,71,229,3790,18,48,821,True,True,True,False
