qa_id,method,question,article_id,is_possible,source_article_ids,latency_ms,recall@1,hit@1,recall@5,hit@5,recall@10,hit@10,mrr@10,ndcg@10,relevant_article_ids,retrieved_article_ids,retrieved_chunk_ids
50356_3,dense,Điều gì khiến Mazda3 đứng trước nguy cơ bị khai tử hoặc phải thay đổi hoàn toàn?,50356,True,"[""50356""]",6341.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""50356""]","[""50356"", ""51868"", ""253045"", ""50353"", ""145737"", ""143662"", ""144775"", ""143143"", ""144301"", ""250425"", ""109650"", ""48009"", ""250016"", ""144734"", ""252000"", ""143358"", ""248342"", ""143697"", ""144119"", ""144818"", ""144887"", ""145473"", ""254489"", ""143907"", ""144923"", ""252857"", ""145723"", ""252580"", ""252945"", ""254399"", ""48227"", ""145185"", ""252668""]","[""50356_token_0000"", ""50356_token_0003"", ""50356_token_0002"", ""51868_token_0000"", ""50356_token_0001"", ""253045_token_0003"", ""253045_token_0002"", ""51868_token_0001"", ""50353_token_0000"", ""145737_token_0000"", ""145737_token_0002"", ""50353_token_0001"", ""143662_token_0001"", ""144775_token_0001"", ""143143_token_0001"", ""145737_token_0001"", ""253045_token_0001"", ""144301_token_0001"", ""250425_token_0000"", ""109650_token_0002"", ""48009_token_0001"", ""250016_token_0000"", ""48009_token_0000"", ""144734_token_0000"", ""252000_token_0000"", ""143358_token_0001"", ""248342_token_0000"", ""144775_token_0000"", ""143697_token_0004"", ""144119_token_0001"", ""109650_token_0003"", ""50353_token_0002"", ""144818_token_0000"", ""143358_token_0000"", ""144887_token_0003"", ""145473_token_0000"", ""254489_token_0000"", ""143907_token_0001"", ""144734_token_0001"", ""144923_token_0001"", ""252857_token_0002"", ""144119_token_0000"", ""144887_token_0001"", ""145723_token_0000"", ""252580_token_0000"", ""252945_token_0000"", ""254399_token_0003"", ""48227_token_0002"", ""145185_token_0001"", ""252668_token_0000""]"
50356_3,hybrid,Điều gì khiến Mazda3 đứng trước nguy cơ bị khai tử hoặc phải thay đổi hoàn toàn?,50356,True,"[""50356""]",7063.1398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""50356""]","[""50356"", ""145737"", ""144119"", ""144775"", ""252857"", ""51868"", ""49915"", ""253045"", ""38328"", ""50353"", ""52308"", ""115922"", ""52000"", ""28646"", ""143662"", ""58713"", ""26921"", ""143143"", ""254727"", ""144301"", ""250049"", ""187113"", ""250425"", ""109650"", ""92962"", ""48009"", ""48257"", ""250016"", ""70125"", ""253522"", ""144734"", ""212599"", ""252000"", ""31918"", ""143358"", ""31622"", ""248342""]","[""50356_token_0000"", ""50356_token_0002"", ""50356_token_0003"", ""50356_token_0001"", ""145737_token_0001"", ""145737_token_0000"", ""144119_token_0001"", ""144775_token_0001"", ""145737_token_0002"", ""252857_token_0002"", ""144119_token_0000"", ""51868_token_0000"", ""49915_token_0002"", ""253045_token_0003"", ""38328_token_0001"", ""253045_token_0002"", ""51868_token_0001"", ""50353_token_0000"", ""52308_token_0000"", ""115922_token_0000"", ""52000_token_0001"", ""28646_token_0000"", ""50353_token_0001"", ""143662_token_0001"", ""58713_token_0000"", ""26921_token_0000"", ""143143_token_0001"", ""254727_token_0000"", ""253045_token_0001"", ""144301_token_0001"", ""250049_token_0001"", ""187113_token_0001"", ""250425_token_0000"", ""109650_token_0002"", ""92962_token_0001"", ""48009_token_0001"", ""48257_token_0000"", ""250016_token_0000"", ""70125_token_0000"", ""253522_token_0001"", ""48009_token_0000"", ""144734_token_0000"", ""212599_token_0001"", ""252000_token_0000"", ""31918_token_0001"", ""143358_token_0001"", ""31622_token_0001"", ""248342_token_0000"", ""70125_token_0001"", ""144775_token_0000""]"
50356_4,bm25,Deepal và Changan đóng vai trò gì trong chiến lược xe điện của Mazda?,50356,True,"[""50356""]",136.8598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""50356""]","[""50356"", ""252869"", ""51868"", ""52313"", ""201832"", ""52018"", ""148058"", ""253045"", ""143697"", ""32498"", ""181655"", ""249046"", ""251819"", ""194515"", ""160842"", ""48227"", ""48790"", ""49313"", ""190657"", ""22696"", ""144935"", ""48459"", ""132078"", ""144429"", ""249754"", ""143662"", ""198519"", ""51812"", ""248989"", ""23853"", ""196539"", ""185545"", ""49177"", ""48829"", ""60787"", ""179303"", ""252332"", ""109559""]","[""50356_token_0001"", ""50356_token_0002"", ""50356_token_0000"", ""50356_token_0003"", ""252869_token_0001"", ""51868_token_0000"", ""52313_token_0000"", ""201832_token_0001"", ""52018_token_0000"", ""148058_token_0000"", ""51868_token_0001"", ""253045_token_0002"", ""143697_token_0002"", ""32498_token_0002"", ""181655_token_0001"", ""249046_token_0000"", ""251819_token_0000"", ""194515_token_0003"", ""160842_token_0000"", ""48227_token_0002"", ""48790_token_0002"", ""252869_token_0000"", ""49313_token_0001"", ""190657_token_0003"", ""143697_token_0000"", ""22696_token_0001"", ""144935_token_0000"", ""48459_token_0003"", ""144935_token_0001"", ""132078_token_0000"", ""143697_token_0004"", ""48790_token_0001"", ""144429_token_0000"", ""249754_token_0000"", ""143662_token_0000"", ""198519_token_0001"", ""51812_token_0000"", ""248989_token_0000"", ""23853_token_0001"", ""196539_token_0000"", ""185545_token_0001"", ""49177_token_0001"", ""48829_token_0000"", ""185545_token_0002"", ""60787_token_0001"", ""179303_token_0001"", ""249046_token_0001"", ""252332_token_0000"", ""109559_token_0002"", ""109559_token_0001""]"
50356_4,dense,Deepal và Changan đóng vai trò gì trong chiến lược xe điện của Mazda?,50356,True,"[""50356""]",6450.8051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""50356""]","[""50356"", ""50308"", ""51806"", ""50353"", ""253045"", ""119753"", ""51868"", ""247875"", ""109559"", ""252869"", ""249375"", ""48206"", ""48227"", ""147874"", ""143662"", ""49483"", ""47405"", ""252668"", ""188472"", ""251878"", ""57609"", ""49161"", ""48418"", ""109065"", ""49177"", ""48193"", ""252517"", ""145723"", ""48422"", ""49616"", ""252857"", ""51950"", ""239633""]","[""50356_token_0001"", ""50356_token_0002"", ""50356_token_0000"", ""50356_token_0003"", ""50308_token_0000"", ""51806_token_0001"", ""50353_token_0000"", ""50353_token_0002"", ""253045_token_0002"", ""119753_token_0000"", ""50308_token_0001"", ""51868_token_0000"", ""247875_token_0003"", ""50353_token_0001"", ""119753_token_0002"", ""51868_token_0001"", ""109559_token_0001"", ""109559_token_0002"", ""252869_token_0001"", ""249375_token_0000"", ""50308_token_0002"", ""48206_token_0000"", ""48227_token_0002"", ""147874_token_0001"", ""51806_token_0000"", ""119753_token_0001"", ""143662_token_0001"", ""49483_token_0001"", ""47405_token_0002"", ""252668_token_0000"", ""188472_token_0000"", ""50308_token_0003"", ""251878_token_0000"", ""57609_token_0000"", ""49161_token_0000"", ""48418_token_0000"", ""109065_token_0000"", ""251878_token_0001"", ""147874_token_0000"", ""49177_token_0001"", ""48193_token_0000"", ""252517_token_0001"", ""145723_token_0000"", ""48422_token_0001"", ""252869_token_0000"", ""49616_token_0000"", ""252857_token_0002"", ""51950_token_0000"", ""109559_token_0004"", ""239633_token_0002""]"
50356_4,hybrid,Deepal và Changan đóng vai trò gì trong chiến lược xe điện của Mazda?,50356,True,"[""50356""]",6381.5132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""50356""]","[""50356"", ""51868"", ""253045"", ""252869"", ""48227"", ""109559"", ""49177"", ""50308"", ""51806"", ""50353"", ""52313"", ""201832"", ""52018"", ""119753"", ""148058"", ""143697"", ""247875"", ""32498"", ""181655"", ""249046"", ""251819"", ""194515"", ""160842"", ""249375"", ""48790"", ""48206"", ""49313"", ""147874"", ""190657"", ""22696"", ""143662"", ""144935"", ""48459"", ""49483"", ""47405""]","[""50356_token_0001"", ""50356_token_0002"", ""50356_token_0000"", ""50356_token_0003"", ""51868_token_0000"", ""253045_token_0002"", ""252869_token_0001"", ""51868_token_0001"", ""48227_token_0002"", ""109559_token_0001"", ""109559_token_0002"", ""252869_token_0000"", ""49177_token_0001"", ""50308_token_0000"", ""51806_token_0001"", ""50353_token_0000"", ""52313_token_0000"", ""201832_token_0001"", ""50353_token_0002"", ""52018_token_0000"", ""119753_token_0000"", ""148058_token_0000"", ""50308_token_0001"", ""143697_token_0002"", ""247875_token_0003"", ""32498_token_0002"", ""50353_token_0001"", ""119753_token_0002"", ""181655_token_0001"", ""249046_token_0000"", ""251819_token_0000"", ""194515_token_0003"", ""160842_token_0000"", ""249375_token_0000"", ""48790_token_0002"", ""50308_token_0002"", ""48206_token_0000"", ""49313_token_0001"", ""147874_token_0001"", ""190657_token_0003"", ""143697_token_0000"", ""51806_token_0000"", ""119753_token_0001"", ""22696_token_0001"", ""143662_token_0001"", ""144935_token_0000"", ""48459_token_0003"", ""49483_token_0001"", ""144935_token_0001"", ""47405_token_0002""]"
50356_5,bm25,Mazda 3e dự kiến sẽ được bán với mức giá bao nhiêu tại từng thị trường?,50356,False,"[""50356""]",161.1759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""50356""]","[""50356"", ""48790"", ""253712"", ""247447"", ""47991"", ""48042"", ""254121"", ""58954"", ""247875"", ""48874"", ""144734"", ""59546"", ""54468"", ""104626"", ""247856"", ""144907"", ""48422"", ""51298"", ""253348"", ""145761"", ""48702"", ""253776"", ""247487"", ""47635"", ""148081"", ""254009"", ""21752"", ""144167"", ""253601"", ""253045"", ""143697"", ""187722"", ""51868"", ""145370"", ""18994"", ""63909"", ""251958"", ""253876"", ""145230""]","[""50356_token_0001"", ""50356_token_0002"", ""48790_token_0000"", ""253712_token_0001"", ""50356_token_0003"", ""247447_token_0000"", ""47991_token_0002"", ""253712_token_0002"", ""48042_token_0000"", ""254121_token_0001"", ""48790_token_0001"", ""50356_token_0000"", ""58954_token_0000"", ""247875_token_0002"", ""48874_token_0000"", ""48790_token_0002"", ""144734_token_0000"", ""59546_token_0000"", ""247875_token_0001"", ""54468_token_0000"", ""104626_token_0003"", ""247856_token_0001"", ""247856_token_0000"", ""144907_token_0001"", ""48422_token_0000"", ""51298_token_0000"", ""253348_token_0001"", ""145761_token_0001"", ""48702_token_0001"", ""253776_token_0001"", ""247487_token_0001"", ""47635_token_0002"", ""253712_token_0000"", ""148081_token_0000"", ""254009_token_0000"", ""21752_token_0000"", ""144167_token_0000"", ""253601_token_0001"", ""253045_token_0002"", ""143697_token_0002"", ""148081_token_0001"", ""187722_token_0002"", ""51868_token_0000"", ""47635_token_0000"", ""145370_token_0000"", ""18994_token_0001"", ""63909_token_0000"", ""251958_token_0001"", ""253876_token_0000"", ""145230_token_0000""]"
50356_5,dense,Mazda 3e dự kiến sẽ được bán với mức giá bao nhiêu tại từng thị trường?,50356,False,"[""50356""]",6331.9166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""50356""]","[""50356"", ""247487"", ""247875"", ""144734"", ""50308"", ""48790"", ""48829"", ""47833"", ""144818"", ""252489"", ""48009"", ""47991"", ""253776"", ""143979"", ""51694"", ""47839"", ""47384"", ""145370"", ""145990"", ""48644"", ""48265"", ""146361"", ""145775"", ""248070"", ""247447"", ""143143"", ""143824"", ""52482"", ""144791"", ""144167"", ""148081"", ""48101"", ""144775"", ""247528"", ""51707""]","[""50356_token_0003"", ""50356_token_0002"", ""50356_token_0001"", ""247487_token_0001"", ""247875_token_0003"", ""144734_token_0001"", ""247487_token_0000"", ""50308_token_0000"", ""48790_token_0001"", ""144734_token_0000"", ""50308_token_0002"", ""48829_token_0000"", ""47833_token_0001"", ""144818_token_0000"", ""252489_token_0001"", ""50308_token_0001"", ""48790_token_0000"", ""48009_token_0001"", ""47991_token_0002"", ""50356_token_0000"", ""253776_token_0000"", ""143979_token_0001"", ""51694_token_0001"", ""47833_token_0000"", ""247875_token_0001"", ""47839_token_0001"", ""47384_token_0001"", ""145370_token_0002"", ""145990_token_0000"", ""48644_token_0000"", ""48265_token_0002"", ""145990_token_0001"", ""146361_token_0001"", ""145775_token_0000"", ""48009_token_0000"", ""248070_token_0001"", ""50308_token_0003"", ""247447_token_0000"", ""143143_token_0000"", ""143824_token_0001"", ""253776_token_0001"", ""52482_token_0000"", ""144791_token_0000"", ""48265_token_0000"", ""144167_token_0000"", ""148081_token_0001"", ""48101_token_0001"", ""144775_token_0000"", ""247528_token_0001"", ""51707_token_0000""]"
50356_5,hybrid,Mazda 3e dự kiến sẽ được bán với mức giá bao nhiêu tại từng thị trường?,50356,False,"[""50356""]",6446.3943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""50356""]","[""50356"", ""48790"", ""47991"", ""144734"", ""247487"", ""247447"", ""247875"", ""253776"", ""144167"", ""148081"", ""253712"", ""50308"", ""48042"", ""254121"", ""48829"", ""47833"", ""58954"", ""144818"", ""252489"", ""48874"", ""48009"", ""59546"", ""54468"", ""104626"", ""143979"", ""247856"", ""51694"", ""144907"", ""48422"", ""47839"", ""51298"", ""253348"", ""47384"", ""145370"", ""145761""]","[""50356_token_0001"", ""50356_token_0002"", ""50356_token_0003"", ""48790_token_0000"", ""48790_token_0001"", ""47991_token_0002"", ""144734_token_0000"", ""247487_token_0001"", ""50356_token_0000"", ""247447_token_0000"", ""247875_token_0001"", ""253776_token_0001"", ""144167_token_0000"", ""148081_token_0001"", ""253712_token_0001"", ""247875_token_0003"", ""144734_token_0001"", ""247487_token_0000"", ""253712_token_0002"", ""50308_token_0000"", ""48042_token_0000"", ""254121_token_0001"", ""50308_token_0002"", ""48829_token_0000"", ""47833_token_0001"", ""58954_token_0000"", ""144818_token_0000"", ""247875_token_0002"", ""252489_token_0001"", ""48874_token_0000"", ""48790_token_0002"", ""50308_token_0001"", ""48009_token_0001"", ""59546_token_0000"", ""54468_token_0000"", ""104626_token_0003"", ""253776_token_0000"", ""143979_token_0001"", ""247856_token_0001"", ""247856_token_0000"", ""51694_token_0001"", ""144907_token_0001"", ""47833_token_0000"", ""48422_token_0000"", ""47839_token_0001"", ""51298_token_0000"", ""253348_token_0001"", ""47384_token_0001"", ""145370_token_0002"", ""145761_token_0001""]"
148770_1,bm25,Dự án Da Nang Downtown được xây dựng tại khu vực nào của Đà Nẵng?,148770,True,"[""148770""]",131.8171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""148770""]","[""148770"", ""1649"", ""154701"", ""149950"", ""75902"", ""138484"", ""152128"", ""1850"", ""104025"", ""148481"", ""136061"", ""154472"", ""65400"", ""197510"", ""149616"", ""104398"", ""361"", ""45898"", ""333"", ""134187"", ""133853"", ""788"", ""151306"", ""148745"", ""33968"", ""149777"", ""1577"", ""133437"", ""5424"", ""139691"", ""153256"", ""153449"", ""191219"", ""152964"", ""149618"", ""104287"", ""247066"", ""106977"", ""218""]","[""148770_token_0000"", ""1649_token_0002"", ""1649_token_0000"", ""1649_token_0001"", ""154701_token_0001"", ""149950_token_0000"", ""75902_token_0000"", ""138484_token_0000"", ""149950_token_0002"", ""152128_token_0001"", ""1850_token_0001"", ""104025_token_0001"", ""148481_token_0000"", ""136061_token_0000"", ""154472_token_0000"", ""65400_token_0000"", ""197510_token_0003"", ""149616_token_0001"", ""104398_token_0006"", ""152128_token_0000"", ""149950_token_0001"", ""152128_token_0002"", ""361_token_0000"", ""45898_token_0000"", ""333_token_0000"", ""104025_token_0000"", ""134187_token_0000"", ""133853_token_0002"", ""788_token_0001"", ""151306_token_0000"", ""148745_token_0000"", ""33968_token_0001"", ""149777_token_0000"", ""1577_token_0000"", ""133437_token_0000"", ""5424_token_0000"", ""149616_token_0000"", ""139691_token_0000"", ""333_token_0001"", ""153256_token_0001"", ""153449_token_0000"", ""191219_token_0001"", ""152964_token_0000"", ""149618_token_0000"", ""104287_token_0000"", ""247066_token_0000"", ""191219_token_0000"", ""75902_token_0001"", ""106977_token_0000"", ""218_token_0001""]"
148770_1,dense,Dự án Da Nang Downtown được xây dựng tại khu vực nào của Đà Nẵng?,148770,True,"[""148770""]",6296.1194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""148770""]","[""148770"", ""149777"", ""149950"", ""1649"", ""65400"", ""184321"", ""523"", ""788"", ""136061"", ""1850"", ""149616"", ""1577"", ""148924"", ""138018"", ""139691"", ""148607"", ""361"", ""151975"", ""104902"", ""133437"", ""152128"", ""133853"", ""134187"", ""148745"", ""45509"", ""1658"", ""138484"", ""333"", ""75902"", ""105571""]","[""148770_token_0000"", ""149777_token_0000"", ""149777_token_0001"", ""149950_token_0000"", ""1649_token_0002"", ""65400_token_0000"", ""149950_token_0002"", ""184321_token_0003"", ""523_token_0001"", ""788_token_0001"", ""136061_token_0000"", ""1850_token_0001"", ""149616_token_0000"", ""1577_token_0001"", ""788_token_0000"", ""148924_token_0001"", ""138018_token_0000"", ""139691_token_0001"", ""148607_token_0001"", ""523_token_0002"", ""361_token_0000"", ""151975_token_0000"", ""138018_token_0001"", ""148924_token_0000"", ""104902_token_0003"", ""151975_token_0001"", ""133437_token_0002"", ""139691_token_0000"", ""152128_token_0001"", ""133853_token_0002"", ""104902_token_0001"", ""134187_token_0000"", ""134187_token_0001"", ""1649_token_0001"", ""148745_token_0001"", ""148924_token_0002"", ""65400_token_0001"", ""136061_token_0001"", ""45509_token_0000"", ""133437_token_0000"", ""1658_token_0001"", ""65400_token_0002"", ""104902_token_0002"", ""138484_token_0000"", ""333_token_0000"", ""75902_token_0000"", ""104902_token_0000"", ""149950_token_0001"", ""105571_token_0003"", ""1577_token_0000""]"
148770_1,hybrid,Dự án Da Nang Downtown được xây dựng tại khu vực nào của Đà Nẵng?,148770,True,"[""148770""]",6567.709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""148770""]","[""148770"", ""1649"", ""149950"", ""65400"", ""1850"", ""136061"", ""149777"", ""152128"", ""788"", ""361"", ""75902"", ""138484"", ""149616"", ""133853"", ""134187"", ""139691"", ""333"", ""133437"", ""1577"", ""154701"", ""184321"", ""523"", ""104025"", ""148481"", ""154472"", ""148924"", ""138018"", ""197510"", ""104398"", ""148607"", ""151975"", ""45898"", ""104902""]","[""148770_token_0000"", ""1649_token_0002"", ""149950_token_0000"", ""149950_token_0002"", ""65400_token_0000"", ""1850_token_0001"", ""136061_token_0000"", ""149777_token_0000"", ""1649_token_0001"", ""152128_token_0001"", ""788_token_0001"", ""361_token_0000"", ""75902_token_0000"", ""138484_token_0000"", ""149616_token_0000"", ""133853_token_0002"", ""134187_token_0000"", ""149950_token_0001"", ""139691_token_0000"", ""333_token_0000"", ""133437_token_0000"", ""1577_token_0000"", ""149777_token_0001"", ""1649_token_0000"", ""154701_token_0001"", ""184321_token_0003"", ""523_token_0001"", ""104025_token_0001"", ""148481_token_0000"", ""1577_token_0001"", ""154472_token_0000"", ""788_token_0000"", ""148924_token_0001"", ""138018_token_0000"", ""197510_token_0003"", ""139691_token_0001"", ""149616_token_0001"", ""104398_token_0006"", ""148607_token_0001"", ""152128_token_0000"", ""523_token_0002"", ""151975_token_0000"", ""152128_token_0002"", ""138018_token_0001"", ""148924_token_0000"", ""45898_token_0000"", ""104902_token_0003"", ""104025_token_0000"", ""151975_token_0001"", ""133437_token_0002""]"
148770_2,bm25,Dự án Da Nang Downtown bao gồm những hạng mục chính nào và điểm nhấn kiến trúc của dự án là gì?,148770,True,"[""148770""]",176.5692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""148770""]","[""148770"", ""1649"", ""150302"", ""149267"", ""108695"", ""153449"", ""75902"", ""1122"", ""148573"", ""77124"", ""154421"", ""106030"", ""240259"", ""9773"", ""32945"", ""154701"", ""13472"", ""80373"", ""94729"", ""149447"", ""164151"", ""75785"", ""149200"", ""199730"", ""154472"", ""149950"", ""149366"", ""199577"", ""149970"", ""1850"", ""150035"", ""149494"", ""171290"", ""143697"", ""77565"", ""78111"", ""77878"", ""52997""]","[""148770_token_0000"", ""1649_token_0002"", ""150302_token_0000"", ""1649_token_0000"", ""150302_token_0001"", ""149267_token_0001"", ""108695_token_0000"", ""153449_token_0000"", ""75902_token_0000"", ""1122_token_0001"", ""148573_token_0002"", ""1649_token_0001"", ""77124_token_0000"", ""77124_token_0001"", ""154421_token_0000"", ""106030_token_0003"", ""240259_token_0000"", ""9773_token_0001"", ""32945_token_0003"", ""154701_token_0001"", ""149267_token_0000"", ""13472_token_0001"", ""80373_token_0001"", ""94729_token_0002"", ""149447_token_0001"", ""164151_token_0003"", ""75785_token_0001"", ""94729_token_0003"", ""149200_token_0000"", ""199730_token_0000"", ""154472_token_0000"", ""106030_token_0002"", ""94729_token_0004"", ""149950_token_0002"", ""149366_token_0002"", ""106030_token_0000"", ""199577_token_0000"", ""149970_token_0001"", ""1850_token_0001"", ""150035_token_0001"", ""32945_token_0002"", ""80373_token_0000"", ""149494_token_0000"", ""171290_token_0000"", ""143697_token_0000"", ""149970_token_0000"", ""77565_token_0000"", ""78111_token_0000"", ""77878_token_0001"", ""52997_token_0002""]"
148770_2,dense,Dự án Da Nang Downtown bao gồm những hạng mục chính nào và điểm nhấn kiến trúc của dự án là gì?,148770,True,"[""148770""]",6433.2173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""148770""]","[""148770"", ""1649"", ""149777"", ""149950"", ""148607"", ""149311"", ""148786"", ""65400"", ""75902"", ""149834"", ""1074"", ""148924"", ""149230"", ""133437"", ""184321"", ""150302"", ""149321"", ""148682"", ""148453"", ""149366"", ""105697"", ""148481"", ""104706"", ""148973"", ""148558"", ""148763"", ""148573"", ""133755"", ""104902"", ""149678"", ""148647"", ""105571""]","[""148770_token_0000"", ""1649_token_0002"", ""149777_token_0001"", ""149950_token_0000"", ""149950_token_0002"", ""149777_token_0000"", ""1649_token_0001"", ""148607_token_0001"", ""148607_token_0000"", ""149950_token_0001"", ""149311_token_0000"", ""148786_token_0000"", ""148786_token_0001"", ""65400_token_0000"", ""75902_token_0000"", ""149311_token_0001"", ""149311_token_0002"", ""148607_token_0002"", ""149834_token_0002"", ""1074_token_0001"", ""148924_token_0001"", ""149230_token_0000"", ""133437_token_0000"", ""149834_token_0000"", ""184321_token_0003"", ""148924_token_0000"", ""150302_token_0001"", ""149230_token_0002"", ""149321_token_0001"", ""148682_token_0000"", ""148453_token_0001"", ""1649_token_0000"", ""149366_token_0002"", ""105697_token_0000"", ""148481_token_0000"", ""104706_token_0000"", ""148973_token_0002"", ""148558_token_0000"", ""148682_token_0001"", ""104706_token_0001"", ""148763_token_0001"", ""148573_token_0002"", ""149834_token_0001"", ""133755_token_0003"", ""104902_token_0001"", ""149678_token_0000"", ""148647_token_0000"", ""133437_token_0002"", ""105571_token_0003"", ""105697_token_0003""]"
148770_2,hybrid,Dự án Da Nang Downtown bao gồm những hạng mục chính nào và điểm nhấn kiến trúc của dự án là gì?,148770,True,"[""148770""]",6447.7145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""148770""]","[""148770"", ""1649"", ""75902"", ""150302"", ""149950"", ""148573"", ""149366"", ""149777"", ""149267"", ""108695"", ""148607"", ""153449"", ""1122"", ""149311"", ""148786"", ""77124"", ""65400"", ""154421"", ""106030"", ""240259"", ""9773"", ""149834"", ""32945"", ""1074"", ""154701"", ""148924"", ""13472"", ""149230"", ""133437"", ""80373"", ""94729"", ""149447"", ""184321"", ""164151"", ""75785""]","[""148770_token_0000"", ""1649_token_0002"", ""1649_token_0001"", ""75902_token_0000"", ""150302_token_0001"", ""1649_token_0000"", ""149950_token_0002"", ""148573_token_0002"", ""149366_token_0002"", ""149777_token_0001"", ""150302_token_0000"", ""149950_token_0000"", ""149267_token_0001"", ""149777_token_0000"", ""108695_token_0000"", ""148607_token_0001"", ""153449_token_0000"", ""148607_token_0000"", ""1122_token_0001"", ""149950_token_0001"", ""149311_token_0000"", ""148786_token_0000"", ""148786_token_0001"", ""77124_token_0000"", ""65400_token_0000"", ""77124_token_0001"", ""154421_token_0000"", ""106030_token_0003"", ""149311_token_0001"", ""149311_token_0002"", ""240259_token_0000"", ""148607_token_0002"", ""9773_token_0001"", ""149834_token_0002"", ""32945_token_0003"", ""1074_token_0001"", ""154701_token_0001"", ""148924_token_0001"", ""149267_token_0000"", ""13472_token_0001"", ""149230_token_0000"", ""133437_token_0000"", ""80373_token_0001"", ""149834_token_0000"", ""94729_token_0002"", ""149447_token_0001"", ""184321_token_0003"", ""148924_token_0000"", ""164151_token_0003"", ""75785_token_0001""]"
148770_3,bm25,Điều gì khiến Đà Nẵng trở thành thành phố trực thuộc Trung ương có diện tích lớn nhất cả nước?,148770,True,"[""148770""]",164.6797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""148770""]","[""148770"", ""149896"", ""107672"", ""149950"", ""44313"", ""139927"", ""119203"", ""153825"", ""134808"", ""196341"", ""66408"", ""104902"", ""137244"", ""165525"", ""133755"", ""74838"", ""150864"", ""1658"", ""239308"", ""191329"", ""154701"", ""134466"", ""197562"", ""65400"", ""788"", ""78478"", ""140485"", ""99182"", ""105581"", ""96852"", ""105571"", ""247074"", ""247390"", ""104191"", ""75290"", ""139413"", ""134187"", ""96761"", ""106873"", ""165194"", ""208199""]","[""148770_token_0000"", ""149896_token_0000"", ""107672_token_0000"", ""149950_token_0000"", ""44313_token_0000"", ""139927_token_0000"", ""119203_token_0001"", ""153825_token_0001"", ""134808_token_0003"", ""196341_token_0000"", ""196341_token_0001"", ""66408_token_0000"", ""134808_token_0000"", ""104902_token_0002"", ""137244_token_0002"", ""134808_token_0001"", ""165525_token_0000"", ""133755_token_0001"", ""44313_token_0001"", ""74838_token_0001"", ""150864_token_0001"", ""104902_token_0003"", ""1658_token_0000"", ""239308_token_0001"", ""134808_token_0002"", ""191329_token_0001"", ""154701_token_0001"", ""134466_token_0000"", ""197562_token_0002"", ""65400_token_0001"", ""788_token_0001"", ""78478_token_0000"", ""140485_token_0001"", ""99182_token_0000"", ""105581_token_0001"", ""96852_token_0000"", ""149896_token_0001"", ""105571_token_0003"", ""247074_token_0001"", ""247390_token_0000"", ""104191_token_0000"", ""75290_token_0002"", ""139413_token_0000"", ""134187_token_0000"", ""96761_token_0004"", ""137244_token_0007"", ""106873_token_0001"", ""106873_token_0000"", ""165194_token_0000"", ""208199_token_0002""]"
